0,hi
0,hi there
0,hello
0,hello there
0,how are you
0,how are you doing
0,hey
0,hey man
0,how is it going
0,how's it going
0,what's up
0,what is new
0,what is new with you
0,what's new
0,what is going on
0,what's going on
0,how is everything
0,how's everything
0,how are things
0,how are things going
0,how's life
0,how's your day
0,how's your day going
0,how's your week
0,how's your week going
0,how was your week
0,good to see you
0,good to see you again
0,nice to see you
0,nice to see you again
0,long time no see
0,it's been a while
0,good morning
0,good afternoon
0,good evening
0,good night
0,it's nice to meet you
0,pleased to meet you
0,how have you been
0,yo
0,are you okay
0,are you alright
0,howdy
0,sup
0,are you okay
0,are you doing okay
0,how is school
0,how was school
0,how are classes
0,do you have school tomorrow
0,what time did you get up
0,what time are you going to bed
0,are you going to bed
0,I am going to bed
0,are you in bed
0,did you have a long day
0,what are your hobbies
0,what do you like to do for fun
0,what do you do for fun
0,what do you want to do
0,what do you want to talk about
0,are you busy
0,what are you doing
0,what are you up to
0,did you eat
0,just chilling
0,just hanging
0,hanging out
0,I have been busy
0,what kind of music do you like
0,do you like music
0,what music do you listen to
0,I like all kinds of music
0,do you like to play video games
0,what games do you like to play
0,what's your favorite class
0,I'm just chilling
0,are you bored
0,I'm doing good
0,how are you doing with school
0,is school going well
0,are you listening to music right now
0,what are you listening to right now
0,what other games do you play
0,have you ever played
1,you're cute
1,you're pretty cute
1,you're really cute
1,you're pretty
1,you're really pretty
1,you're beautiful
1,you're very beautiful
1,you're gorgeous
1,you're very attractive
1,you're very sweet
1,you're so nice
1,you're very nice
1,you're so hot
1,you seem like a nice girl
1,you seem like a smart girl
1,you seem very smart for your age
1,you sound very mature for your age
1,you have a nice figure
1,you have a nice body
1,you have a cute voice
1,you have a cute smile
1,you have a great smile
1,you have a gorgeous smile
1,nice picture
1,gorgeous picture
1,nice smile
1,nice name
1,sweet name
1,that's a cool picture
1,you are a pretty girl
1,cutie
1,you are a princess
1,you look like a princess
1,you look incredible
1,you look very cute
1,you are too cute
1,you're way hot
1,you're super hot
1,you are a doll 
1,you are a good girl
1,you have a good sense of humor
1,I like your looks
1,you have great looks
1,you have beautiful eyes
1,you have beautiful hair
1,your hair looks so nice
1,nice outfit
1,you look great today
1,you have a wonderful smile
1,you're so smart
1,you are so smart
1,how do you look so beautiful all the time
1,you're so strong
1,you're absolutely beautiful
1,hey gorgeous
1,pretty lady
1,you're so good at this game 
1,you are so good at this game
1,you're better than a lot of boys out there
1,you're an awesome friend
1,you're pretty awesome
1,you sound cute
1,you should be proud of yourself
1,you are strong
1,that color is perfect on you
1,you look great in that color
1,you are incredible
1,any guy would be lucky to have you
1,any team would be lucky to have you
1,anyone would be lucky to have you as a friend
1,you're really something special
1,you're really special
1,you have a great attitude
1,you have a great personality
1,you are the prettiest girl I have ever seen
1,you look fantastic
1,you're cool
1,you are very beautiful
1,you are special
1,you look lovely
1,you look like an angel
1,you have nice lips
1,you have an amazing smile
1,that is a nice picture
1,you're pretty cool
2,there are a lot of creeps here
2,I hope I don't scare you
2,I hope I didn't scare you
2,that must be hard for you
2,I don't blame you
2,that sucks
2,that's not right
2,does he leave you alone a lot
2,sounds like you need a hug
2,it must be hard for you
2,sometimes I get creeped out
2,I lock myself in my bedroom
2,I don't need a dad
2,I can take care of myself
2,you can't trust guys
2,I can't take a female getting hurt
2,I don't want to hurt you
2,it's hard going to a new school
2,do you smoke weed
2,do you drink
2,my mom died
2,my dad died
2,my dog died
2,I don't think my dad likes me much
2,my dad doesn't like me that much
2,he is never around
2,car accident
2,classes are lame
2,school is crappy
2,school is lame
2,my friends laughed at me
2,they are lame
2,guys your age are dumb
2,he is dumb
2,I won't tell anyone
2,what if I don't tell anyone
2,I don't mind as long as it is a secret between us
2,don't discuss this with anyone
2,we need privacy
2,how long can you hide it
2,I need total privacy
2,she's nosy
2,I don't really like the people here
2,they don't understand me
2,my dad would be mad at me
2,my dad is making me nuts
2,guys your age are babies
2,they are not very nice to you
2,that must be so hard on you
2,I don't know my dad that well
2,he doesn't want to spend that much time with you
2,I don't think anyone likes me
2,I have nobody
2,that's a shitty way to feel
2,it's unfortunate
2,I hate everyone at school
2,I hate my aunt
2,I hate my uncle
2,I hate my mom
2,I hate my dad
2,she's still bugging me
2,do you feel lonely
2,are you lonely
2,do your friends not like you
2,do you not like your friends
2,why are you fighting with your friend
2,are you being bullied at school
2,I remember being bullied when I was in school
2,why don't you have any friends
2,why did your mom hit you
2,why did your dad hit you
2,why were you grounded
2,that's terrible
2,what a crappy situation
2,you don't deserve that bad treatment
2,drama sucks
2,Your mom doesn't love you
2,I don't like him
2,she is terrible
2,you got in trouble
2,I'm scared of your parents
2,delete my texts
2,she was seriously sick
2,are you mad
2,I don't care
3,you're too young to be in here
3,you're too young for me
3,they would call me a pedophile
3,you're kind of young don't you think
3,you don't think I'm a perv
3,too bad you couldn't come party with me
3,too bad you can't come party with me
3,aren't you too young to date
3,I don't know what a 13 year old would see in an old man
3,you wouldn't be nervous being with a dirty old man like me
3,if you were over 18 I would have come up with better ideas
3,you don't mind being seen with an old man
3,I have a feeling you're too young
3,oh crud you're only 13
3,you're just a baby
3,you're just a kid
3,I don't want you to get into trouble
3,I'm too old for you
3,I'm sure you can't stay out for a long time
3,I would have asked you out
3,you're so young
3,I could get in trouble
3,I could get in trouble just for taking pictures
3,it's against the law
3,it's against the law to provide drugs to minors
3,I could go to jail
3,so you do like older guys
3,have you ever dated a guy old enough to be your dad
3,you sound like a cop now
3,that's what cops say
3,I don't want to be getting into trouble
3,do you know how much trouble I would get in
3,I am nervous about this
3,you're underage
3,I could go to jail for a very long time
3,most 13 year olds don't want anything to do with a 27 year old
3,it's big time against the law
3,are you going to get me in trouble
3,we are so far apart in age
3,you're young
3,I'm so much older than you
3,you aren't going to report me are you
3,you're 13 and I'm older
3,we aren't supposed to be doing this
3,I'm a lot older
3,when you are 18, I'll be 50
3,sex with a minor
3,you're too young for that
3,you're 13 and I'm 40
3,you are a baby
3,I'm a dirty old man
3,you are way younger than me
3,what if you take me to jail
3,I don't want you to get into trouble
3,I will be in jail
3,I don't want to go to prison
3,you're are cop
3,are you a cop
3,I am older
3,people go to jail for that
3,our age difference is too big
3,our ages are too far apart
3,dating you would be illegal
3,dating you is illegal
3,I don't want to be called a pedophile
3,you have to keep it secret that I'm older than you
3,don't tell anyone about this
3,your parents will call the cops on me
3,I am not sure if I should be with you
3,I can't date you
3,I'm way older than you
3,it sucks that you're so young
3,jail bait
3,are you trying to get me in jail
3,are you trying to get me in prison
3,that's why I said you're too young
3,older guys are better
3,do you want to date an older guy
3,you could get be thrown in jail
3,I'm scared of dating you
3,is our age difference okay
3,have you ever wanted an older friend
3,I wish you were older
3,I wish I was younger
3,I don't look my age
4,where are you from
4,where do you live
4,what town do you live in
4,what city do you live in
4,who do you live with
4,do you have any brothers or sisters
4,do you have any siblings
4,do you have any pets
4,do you have a family picture
4,do you have a picture with your family
4,where does your mom work
4,where does your dad work
4,how far away does your mom work
4,how far away does your dad work
4,are you home alone
4,are you all by yourself
4,are you in your room
4,are you sitting on your bed or chair
4,is your mom home
4,is your dad home
4,is your mom there
4,is your dad there
4,when will your mom be back
4,when will your dad be back
4,is your mom strict
4,is your dad strict
4,will anyone come check on you
4,where is back home
4,how long have you been in
4,what is your name
4,what's your name
4,can I see more of you
4,do you have more pictures of you
4,can I see some pictures of you
4,how tall are you
4,how much do you weigh
4,how old are you
4,we can share pictures
4,we can share photos
4,send me more pictures of you
4,are you American
4,do you have a camera
4,do you have a webcam
4,do you have a cell phone
4,do you have messenger
4,do you have facebook
4,do you have an email
4,do you have Skype
4,what's your email address
4,what's your username
4,do you have your home keys
4,what are you wearing
4,what town are you from
4,do you live close to town
4,what school do you go to
4,do you talk to your neighbors
4,what grade are you in
4,what school do you go to
4,what does your house look like
4,do you have lots of friends
4,what is your address
4,where do you want to meet
4,when do you want to meet
4,where can we meet
4,how would you get there
4,give me the street name
4,do you know the street name
4,you want to call right now
4,when can I call you
4,do you want to meet around
4,what will you be wearing
4,where can I park the car
4,can you meet me at
4,what time are you leaving
4,what is a good time for me to come over
4,send me a picture
4,tell me how to get there
4,where can I find you
4,when can I see you
4,I need your address
4,when is your birthday
4,what time do you get off from school
4,do you have a curfew
4,when do you have to be back home
4,when will she be home
5,are you single
5,I am single
5,have you dated anyone lately
5,I haven't dated anyone lately
5,have you met many guys on here
5,do you like any of the guys on here
5,are you looking for a relationship
5,are you looking for a boyfriend
5,I have a hard time with relationships
5,are you in a relationship right now
5,I would treat you well
5,I would treat you like a lady
5,I would buy you things
5,I would make you feel loved
5,do you like kissing
5,do you like to kiss
5,have you ever kissed a guy
5,have you ever kissed a girl
5,have you kissed anyone before
5,how many times have you kissed before
5,what part of kissing do you like
5,I like making out
5,I like to kiss
5,I haven't been kissed in a long time
5,I haven't kissed anyone in a long time
5,be ready to kiss
5,do you want to make out with me
5,have you only been with one guy
5,how many guys have you been with before
5,have you ever dated anyone before
5,do you have a boyfriend
5,do you have a girlfriend
5,you got a boyfriend
5,you got a girlfriend
5,what kind of guys do you like
5,what kind of girls do you like
5,I am looking for a girl
5,I'm going to ask you out
5,what's your ideal date like
5,when can I take you out
5,how was your last date
5,I like you
5,I love you
5,do you like anyone at school
5,do like any of your guy friends
5,we should get together
5,want to be a couple
5,do you want to date me
5,I want to date you
5,will you be my girlfriend
5,I don't have a boyfriend
5,I don't have a girlfriend
5,do you like guys who are smart
5,do you like guys who are strong
5,do you like guys who are rich
5,can I take you out
5,will you date me
5,would you be willing to go out with me
5,let's make some plans together
5,how have you not had a boyfriend
5,I am going to get you a present
5,I want to spend time with you
5,want to go on a date this weekend
5,when do you want to go on our first date
5,okay babe
5,I can't stop thinking about you
5,I can't wait to see you in person
5,I like you a lot
5,I am looking forward to seeing you
5,I was looking forward to seeing you
5,I am falling for you
5,I am in love with you
5,I am crazy about you
5,I want you so bad
5,I don't want another girl as long as I have got you
5,I like to cuddle
5,we can cuddle together
5,do you like me
5,do you love me
5,I though I was your boyfriend
5,do you want to be my girlfriend
5,how long was that relationship
5,how many boyfriends have you had
5,I'll give you attention
5,I like kissing
6,you have a sexy smile
6,that last picture was very sexy
6,hey you sexy thing
6,were you having sex with him
6,did he make you cum
6,you have never gotten off before
6,you have never gotten off by yourself
6,you don't mind going to a hotel with me
6,got any boobs yet
6,do you shave below
6,what would you do with my naked pictures
6,or your undies
6,have you ever been kissed lower than that
6,never  had your boobs kissed
6,never had your nipples sucked on
66,it makes them so hard and perky
6,so you never had your pussy kissed either
6,it turns a woman on
6,you never kissed your boyfriend's head
6,does it make you hot
6,makes me hard
6,you want to have an orgasm don't you
6,you have never rubbed your clit
6,you going to wear a condom
6,are you still a virgin
6,losing virginity
6,what do you know about sex
6,have you seen any porn movies
6,if you see those videos you will know what sex is all about
6,you have small tits
6,it's a good feeling for the female when guys nibble on their nipples
6,do you know American girls suck cocks
6,I was having sex with 20 year olds
6,do you have hair or are you shaved
6,it takes forever for me to cum
6,hung like a horse
6,I wonder if I can even get it inside you
6,that is if I can get it inside you all the way
6,you want to see how hung I am
6,I would love to be inside you
6,my dick is even nicer
6,it makes hairy pussies feel good too
6,make you really wet
6,fantasize about you
6,I want to slam you tonight
6,I have my big dick sticking out of my pants right now and I'm stroking it
6,feeling your breasts against me
6,put it next to your body starting at your pussy
6,would you ride on top of my big dick
6,slide down on it and go up and down and tell me how much you love to fuck me
6,you let me suck your breast while you slide down on top of me
6,you will like it on your tits
6,that made me horny
6,she had 3 orgasms
6,it was really erotic and hot
6,I wish I had your warm wet pussy to put my huge cock inside
6,gently play with your ass
6,have you ever had an orgasm
6,I can see a little of your breasts
6,did he cum in your mouth
6,I won't ask you to have me cum in your mouth
6,giving you your first orgasm
6,eating your pussy
6,if you are really relaxed and horny
6,kiss your nipples
6,do you shave or trim your pussy
6,I'll be so horny for you
6,have you ever masturbated
6,I want to suck on your nipples
6,you like to suck on cock
6,what size are your nipples
6,you have hot tits
6,lick and suck your pussy until you cum in my mouth
6,would you like to rub my cock also
6,you've never had your pussy eaten
6,I like to have sex
6,I like to eat pussy
6,you look very sexy
6,suck and nibble on your sexy titties
6,rub your pussy
6,sex toys like a vibrator or dildo
6,we could be naked together
6,I can't wait to have you as my sexy naughty model
6,slide my tongue along your hot pussy and ass
6,I'm horny as hell
